cleaned_content,label
cepat kali langsung diproses,responsiveness
sistem ngebug barang ga pengen lihat udah singkirin tapi masih us munculin rekomendasi sama sistem sistem makin payah,easeofuse
aplikaei attttt sinyal banyak tetep aja gak buka,easeofuse
jang kali kali ngguna paylater tokopedia telat hari aja denda gak ngotak hari ribu kapok ngguna aplikasi,privacy
jasa pengirim lelet banding toko oren lebih cepat,reliability
sayang banget gopaylater bisa pakai buat beli hp ring banget blokir tanpa bab mau belanja jd agak susah padahal limit juta,reliability
sangat percaya no tipu tipu,reliability
sungguh nyesal belanja tokopedia penjual rugi amanah masih saja biar jual begitu saja buat tem baik klw blnja online pilih shopee aja,reliability
gopay later knpa blm muncul ya,easeofuse
menjak akuisisi sama tiktok tokopedia banyak eror lambat bug dll jelek pokok gak kaya dulu,easeofuse
udah lama pakai aplikasi tapi tiba tiba eror ndiri coba masuk akun bisa,easeofuse
sangat buruk,nonquality
lama banget costumer rvice ngerespon apalagi live agent estimasi paketku smpe skrng tapi ma gagal kirim na cs ma bikin pusing suruh nunggu jam buat komplain hadehhh,responsiveness
cepat kali langsung diproses cs,responsiveness
udah banyak ller penipu nih tokopedia masa bisa lolos begitu aja orang tau indikasi mah am aja  kalo ngga tau parah nih sistem buka lapak tinda sistem mana dong cacad banget,reliability
suka belanja sini barang orsinil bagus bisa nyicil,reliability
lelet loading lama,easeofuse
penari dana lamaaa gak kaya aplikasi be cepet live chat langsung tanggapi tokopedia lama penari dana cs rvice juga ga bisa parah parah uang hasil penjual kok tah gak gerceppp,responsiveness
tolong i tokopedia versi lite min mori ku penuh data tokopedia tiap hari makin banyak,easeofuse
mudah temu aplikasi,easeofuse
ste update lelet live streaming juga gak,easeofuse
klo mnt update ribet hrs hps apk lain dang hp ga bs ngedowlod lgi,easeofuse
mantap,nonquality
napa pu ring bekukatika buka nu transaksipas mau bayar kadang ring bekuagak lama kit baru mbali homeitu napa yapadahal masuk magic com pun masih gak mau cair,easeofuse
napa rekomendasi produk padahal lalu cari elektronik,easeofuse
ok,nonquality
moga lancar,nonquality
rimg error inbox pelaca,easeofuse
bgus cepat responnya,responsiveness
tiap mau check out barang promo lalu muncul bug muncul notifikasi barang temu jadi salah angkat anda padahal toko be am aja,informationquality
mantap,nonquality
tokopedia masih banyak error kit kit error padahal internet bagus ganggu,easeofuse
aplikasi macam denda terlambat hari denda rb hari dua rb gpaylater sama lintah darat basis online parah gak ngotak,privacy
tokopedia care ga mbantu,responsiveness
paylater join sama gopay telat hari denda gocap,privacy
ok,nonquality
hilang rpercaya tokopedia barang mbali toko masa saldo gak balikin pihak toko pedia,responsiveness
saldo masuk barang uda ima tgl oktober sampe karang saldo kata tgl oktober saldo masuk sampe karang nyedih kali,responsiveness
banyak bug eror sistem masuk fitur chat hadap penjual tolong gera baiki,easeofuse
sangat ngecewa sulit belanja sini,easeofuse
komplain gera tindaklanjuti jelas toko respon rugi konsumen rta driver tapi sistem masih ncari driver us harus nunggu hari sampai toko mberi respon sad,responsiveness
bagus,nonquality
kena scam ajg,reliability
apk trlalu bnyak bug akhir agk lemot kl bka apk mna pengaju spaylater ngk prnh lolos pdahal ska blanja jd mls pke apk,easeofuse
udah mah aku na retas ga jaga amanan trs saldo refund masih tah udh lapor cs cuma respon lambat bgt sampe skrng gada jelas,responsiveness
nyenang,nonquality
layan sangat muas,responsiveness
nding belanja shoope karang nyari barang toko biar spesifik ma nongol mua contoh liat toko i nyari barang pa i luar tetep i lain lain gaada hubungan sama pa i tokopedia makin kacau,easeofuse
lu ingat baik baik nambah daftar ingin ranjang sama saja perti nambah muat ahu,easeofuse
good ecomers lengkap barang disini,informationquality
komplain barang rusak sini susah bgt refund barang udah kirim balik ller masih aja gak konfirmasi ima barang ller udah tutup manen hubungin admin tokped pakai tokopediacare lebih ngeselin ta lanjutan jawab lama bgt gak solusi please baiki sistem komplain biar pembeli rasa nyam gak khawatir uang gak balik,responsiveness
ok kali customer servicenya,responsiveness
dpt solusi cepat terima ksh cs,responsiveness
tokopedia sialanhandling complain gk becus kok bisa dpt penghargaankapok gw belanja sini tokopedia gk nah bgs klu ksh solusi,responsiveness
aplikasi bagus tampilan,webdesign
kalo bikin aplikasi bobot donk massa tampilin ga nonoh,webdesign
makin hari makin aneh ajah sistem pencaria tambah rver lemot bgt jadi aplikasi ring error,easeofuse
baru ingin ncoba toko pedia lum ani komentar,nonquality
napa dah tokopedia lama banget pengiriman padahal masih satu kota paling cepet minggu anjir mana kadang paket ga dateng suka nyasar tolong dong ekspedisi benerin anjir ka cepet sama tiktok shopee,reliability
tolong tokopedia mbali status aktif tidak ller akhir aktif apa nit jam hari lalu pembeli suruh nerkanerka aktif tidak ller nah na ndala kali turutturut batal otomatis masa mohon hati luh sah,reliability
aplikasi  the best dulu ya karang jelek cuma pake hp chipset ngebut buka tokped lola minta ampun apliakasi mau sampah promo juga pelit bgt gak kaya dulu fitur plus mahal bgt karang gak promo jd males,informationquality
top up saldo gagal bukan balik rekening ma alih saldo tokopedia mana mau tarik saldo balik harus nunggu hari nyusahin,reliability
aplikasi bobrok bayar cc gagal mau tarik saldo uda hari ga cair rugiin konsumen ller juga potongan gede,reliability
agak sel baruu down pas udhh masuk mau cek kupon down gangu rumah toped aj dh hari bingung gw mau coba beli toped malahh giniin tak manuk akal,easeofuse
apk bagus pengirim cepat,reliability
tokopedia emng oke gk kya toko be si oren,reliability
napa karang update baru aplikasi tokped ring kaya ngelag gitu harus luar dulu masuk baru bisa buka minta tolong bai system imakasih,easeofuse
tokopedia banyak skonnyaaa ya ampun,informationquality
mantap kadang dpt promo sangat murah,informationquality
ren proses cepat pembayar,easeofuse
mantap gercep respon,responsiveness
test aplikasi,nonquality
sinyal bagus tapi pas buka tokped lemottttttt kaliiii kadang mau langanana plus susah klik pokok jelekkkkkk tolong baiki sanag cewa,easeofuse
mang ga dengar sama kali ya bolot ya update us banyakin fitur sampah ga guna aplikasi makin at banyak bug banyak error ha cape deh,easeofuse
aplikasi gk lindungi sbgai pembeli,reliability
aplikasi bagus user interface face mudah pahami,webdesign
mantap,nonquality
buat belanja online kalo masih harus bayar ongkir nding beli warung tetangga lebih dekat lebih cepat tokopedia mang,informationquality
ngetik nama produk luar aplikasi negeri perti sampah mua,easeofuse
desain aplikasi clean,webdesign
kacau parah tokped ky rumah kontra ga urus sm pemilik error aplikasi biarin larut ga mau benerin bikin emosi jiwa belanja pake aplikasi,easeofuse
adain dong pembayar lalui qris,easeofuse
expedisi goto logistic kurir nyaran buka pick up bandung,reliability
tokopedia banyak bisa cod beda toko online lain,easeofuse
mantap dech pokok,nonquality
bener nang uang ribu,nonquality
cukup bintang satubelanja aplikasi respon ler sangat jelek parahpesen hari kirim minggu depancukup kali belanja tokopediamending shope respon ler cepet,responsiveness
rekomended layan cepet,responsiveness
hasil pencari ring suai kata kunci loading gambar lambat bah ring muncul tolong perbaiki,easeofuse
login ga bisa us verivikasi udh bener kali tetap gagal,easeofuse
mau apus akun manen,easeofuse
produk awet banget,informationquality
mudah bayar tagih,easeofuse
kacau aplikasi  otomatis gua mau checkout barang jam gak bisa bisa kata gak bisa pake promo padahal otomatis aplikasi siapa juga masukin promo kocak mana ring ngebug lgi tiap cek etalase toko kadang logout ndiri kadang gak bisa masukin ranjang situ error gitu notif harap baiki developer,easeofuse
kupon jejer satupun ga bisa pake padahal belanja ratus ribu beda toko penipu,informationquality
suka promo lebih murah,informationquality
customer care sangat lamb penangan masa pelayan rvice suai status pengantar rjasama dgn grab sangat jelek kali,responsiveness
love you tokopedia sampai sekarang barang awet,informationquality
stok kosong te chek out padahal info stok ready pesan bisa batal pembeli ha pilih lacak tokopedia lebih pihak pada penjual,informationquality
ongkir lalu mahal walaupun kombinasi promo gratis ongkir masih sangat mahal beda jauh si oyen ongkir oyen sangat jangkau promo gratis ongkir si oyen mang langsung gratis ongkir,informationquality
baru kali habis update ma force close us,easeofuse
updte mulu dah,easeofuse
suai dg produk beli,reliability
ekspedisi oi tolong perbaiki pengirim bisa lama banget,reliability
fast respon,responsiveness
gampang eror,easeofuse
bintang paksa turunin bintang saja dulu sangat bagus mudi mulai gandeng gojek mulai agak ribet rewel karang menjak gabung tiktok shop makin tambah parah aplikasi super jelek ribet potong banyak upload juga ribet pokok sangat payah tutup akun toko saja tokopedia,easeofuse
ingin nambah produk mua isi tapi masih saja gak bisa upload lalu masuk draft mua isi masih saja kasih tahu donk mana isi,easeofuse
bagus kali,nonquality
napa karang tokopedia sdh bisa tenor bln skrg bisa cuma bln aja padahal lebih jangkau kalau tenor bln padahal dulu lbih bagus bisa cicil sampai bln,informationquality
pu pengalam ngena tokopedia beli sunco dus lt pouch sa satu toko ghaliyati  eh kirim ma buah cesinghp murah mpat komplain utk minta pengembali refund dana te payment namun proses belit ma waktu apalagi juga sibu lain proses komplain tsb lanjut hingga cara otomatis dana bisa refund akhir serah toko penipu sial,responsiveness
banyak bug bisa laku pembayar lain,easeofuse
pilihan warna menarik makin betah stay aplikasi,webdesign
mantap kali,nonquality
tepat waktu pesan suaideng terima,reliability
kalo lg pencariansusah pdhl kta kunci g suka error juga suka henti ndiri,easeofuse
gajelas promo pengguna baru ga bisa guna,informationquality
toped napa yaa ko makin sini makin buruk sistem aplikasi ring banget ganggu rumah toped klo sperti us mber auto kabur mau belanja ko bikin emosi dulu gara sistem suka error,easeofuse
tokopedia menjak akuisisi tiktok pelit promo dulu kadang ngasih promo bah karang ga dikitpun minimal beli promo gede bgt tiktok perti ngaja mau ngebuang tokped,informationquality
aneh beli beda dg beli lebih byk trus ongkir ny g masuk akal trus,informationquality
topkopedia kok ring ngebug yaa,easeofuse
hai tokopedia ndala nih napa waktu aku mau dowloand tokopedia gak bisa us tolong masa tolong baikin,easeofuse
tambah mudah pengguna,easeofuse
bt na scam skon mulu,informationquality
barang baguspelayana muas,responsiveness
alhamdulillaah bantu tokopedia sangat mbantu tika na penipu ller moga depan makin tingkat layan pelangg,responsiveness
aplikasi lemot,easeofuse
dikit² update dikit² update kl gk update gk bisa buka males belanja toko pedia banya update san lalu maksa ngapain dikit² update padahal gk ubah ya tetap begitu² aja bikin beb at mory,easeofuse
transaksi isi emoney saldo masuk tapi uang mbali solusi lumay ilang k,reliability
bagus bgttt,nonquality
hrs at tetap ekspedisi hrs bisa pilih komplain hrs admin jgn pake ai bnyk orang komplain gantung bulanbul hrs gratis ongkirdiskon ongkir utk sameday inst utk toko jual mbako sayur mayur buah i ayam daging bumbu makan minum,responsiveness
update baru lemot ma ring fc mbali opsi rubah pembayar kaya dulu,easeofuse
makin lama makin jelek sampe buka aja gaada sinyal gaada sinyal padahl buka ecommerce be mah lancar aja jelek banget sar sih nding gausah banyakin fitur tapi benerin fitur lama dulu masih banyak banget minus makin parah otp pun buat login masih ring masa,easeofuse
makin update makin ngawur kadang macet kadang force close dewe kadang ngelag device,easeofuse
mantap,nonquality
tokopedia sangat guna belanja,easeofuse
cewa tokopedia bija multi kurir mbuat pengirim njadi lebih lama harus tokopedia larang nyedia opsi penjual wajib ha jasa ekspedisi saja supaya pengirim ngaret catat paling jauh jarak pengirim km,reliability
banyak bug ring eror ga jelas,easeofuse
biaya terlambat cicil perti mafia ngga kaya aplikasi lain,privacy
tolong yaa bagi ekspedisi harus gera perbaiki belanja ller satu kota tapi hampir hari paket kayak gak gera ekspedisi biasa hari udah nyampe nyesel belanja sini lelet banget nding belanja platform oren hari paket pasti udah nyampe,reliability
layout rapi navigasi jelas,webdesign
toko pedia care cepet guys,responsiveness
sy jg pny akun ller ste sy ambil saldo lgsg blokir akun sy dgn alas lebihi batas mampu pengambil pdhl cm rb  sy minta nghubung tokopedia tiktok sdh sy hubung eror gbs hubung begitu us trus akun sy blokir tdk bs buka akun ller sampai bs d hubung pdhl lalu gagal usaha nghubung sy pny akun pembeli jg ller dgn pelayan sperti mau bawa mana tokopedia,responsiveness
jelek banyak biaya tambah gratis ongkir ribet promo ngga mua dapet alias gacha,informationquality
mua jne  indonesia bisa d jdiin tmpat pembyaran,easeofuse
layan tokopedia ok,responsiveness
bisa bukak,easeofuse
cepat gak ribet,easeofuse
apk gk akhlaknyamau komplen gk bisasaya pes barang bayar napa kali gk bisa komplen apkdi layan tokopedia carepdahal jaring bagus loh pes barang tapi sama reseller resi pengirim sa alamat nyaitu uang loh daon tolong  buat reseller toko pedia jang lalu enak kasih alamatdi kira cari uang mudah kali,responsiveness
ui bagus modern banget,webdesign
makin sini apk makin buruk banyak toko pnipu pants apk ga maju,reliability
lalu mudah am transaksi tokped,easeofuse
dikit² update dikit² update kl gk update gk bisa buka males belanja toko pedia banya update san lalu maksa ngapain dikit² update padahal gk ubah ya tetap begitu² aja bikin beb at mory,easeofuse
data bocor kocak tokopedia,privacy
kena scam ller ajg,reliability
aplikasi at pas co pasti saja error nding pindah aplikasi oren,easeofuse
kalimant siksa kikir gratis ongkir,informationquality
mau login aja persulit harus masukin kode dll gilir udah masukin kode mlh erorr hadehh masih bagus aplikasi orenauto uninstall lgi sih,privacy
good luck,nonquality
sulit cari fitur,webdesign
parahh lebih ring force close karang edit udh nding skrg,easeofuse
lemot,easeofuse
puas gak tandingan soal voucher scount,informationquality
apk eror bosss baikin,easeofuse
gua may ganti tode pembayr gak bisa ngeblang putih us loding aja samoe kiamat,easeofuse
baru tama kali mudah toped libih mudah,easeofuse
ongkir lampau mahal nggak ngotak jauh beda shoppe sangat jauh beda fikir  kalau mau belanja pakai aplikasi,informationquality
ngaja kasih bintang lima biar kali liat napa aplikasi tokopedia makin sini gak jelas bikin jengkel ni aplikasi eror gimana sih kok alamat ubah mang lihat ubah akun tokopedia sayatapi gilir order barang alamat lama masih aja bawa padahal udah input  kali alamat baru sampe bosen order kali ma kirim alamat lama us padahal akun alamat lama udah gak cantum aplikasi sampah,privacy
sangat cewa lapor pengiriman suai pengiriman lambat padahal posisi paket dekat sangat cewa sangat cewa pengiriman nggak bisa andelin pengiriman lama,reliability
respon cepat mudah,responsiveness
lumay cma sttus pengirim kurang jelas dh bhasa inggris detail status lokasi pengirim gak jelas sampai lokasi mana ga tw cma coming coming aja,informationquality
ok mantab aplikasi masa lalu tutup oktober,reliability
teks kecil tidak responsif,webdesign
bagus produk awet,informationquality
aplikasi bagus sayang harga makin sini makin makin tambah mahal dulu banyak gratis ongkir karang ka sama si oranye ayam jago makin tambah jago kayak maaf ya kalo tinggalin dulu karna sebe lebih bisa andal belanja murah gratis ongkir rp,informationquality
buruk,nonquality
napa karang ring crash pula pesan batal sistem krn barang tdk kirim pembayar pbb pajak bumi juga gagal tapi sdh bayar tetapi dana pengembalian potong ribu rupiah hari dua kali potong kalau begini cara lebih baik pembeli sistem pembayar cod,reliability
arch engine jelek karang niat cari barang tampil ma toko,easeofuse
min tolong akun bajak harus hubungi mana,privacy
banyak error,easeofuse
makin sini makin jelek aja ni aplikasi pengirim udah gak dapat gratis ongkir lama pula s barang minggu tah jakarta sampai lewat tanggal estimasi chat toko gak respon udah lebih tahun pakai tokopedia mungkin udah saat pindah aplikasi oren,reliability
aplikasi ptember karang november kureng bgt buat buka lemot buat arch gagal mulu tolong baiki karna hp ntang shopee aja apk be banyak ikl live masih bisa arch beli beli,easeofuse
praktis,easeofuse
jd ring luar nu ndiri pas awal buka ring force close pdhal pkai hp flagship,easeofuse
ring eror pencari barang toko tapi gak tampil,easeofuse
e commerce paling fair mpermudah pelapak,easeofuse
banyak banget bug error,easeofuse
kok rasa at banget ya tolong fix bug,easeofuse
masih platform belanja online favorit buat sampai,reliability
promo banyak banget,informationquality
mantaaaaap,nonquality
pelayan sngt buruk bgi nasabah prioritas sngat lma dlm penyelesai masa,responsiveness
tolong atasin bug bisa buat penipu misal ller njual barang suai jual hape kirim batu pembeli unboxing video dapat sampah komplain akhir setujui tokped kembalikan seller ller licik alamat nomor hape palsu hingga kirim sampai seler akhir dana lepas seller karna barang sampai,reliability
banyak penjual tiputipu manfaat ce lemah aplikasi barang terima palsu barang kembali penjual ulur waktu dana refund mbali lama kali begitu dana terima alias na potong chat tokopedia care i pasti refund potong argh kapok jang belanja sini deh aplikasi lain aja,responsiveness
tokopedia ngasih waktu pengirim penjual sameday lalu lama mbantu nyelesai masa tokopedia mbatal transaksi pembeli pihak pengirim lewati batas waktu tokopedia langsung ngembali dana ma suruh tunggu investigasi hr promo kartu debit mandiri dapat guna padahal kartu sdh benar sy tny knp info promo ha kartu tentu info jelas pengirim cod bs ngecek brg dulu,reliability
aplikasi kadang suka jal lambat sistem cod gak bs cek barang dulu,easeofuse
kalau langgar sk plus kali aja nggak usah program plus tokopedia udah langgan pluskenapa hentikanalasa jelas sama kalikalau gitu i tahu awal atur plussebelum bayar langgananbye tokped toko oren biru tetap baik ecomerce karang,informationquality
moga dapat fitur payletter ren,informationquality
bagus n sangat mbantu,easeofuse
muas gercep bet,responsiveness
makin sini makin jelek maaf koneksi timeout us,easeofuse
jawa tengah tapi ga dapet gratis ongkir,informationquality
hadeh apadah penari saldo lama banget,responsiveness
warna modern tidak ketinggalan zaman,webdesign
kena penipu,reliability
imakasih tokped,nonquality
kurang recomended pengiriman lama,reliability
lama ngguna aplikasi tapi makin sini makin sana te update lalu at tak bisa buka hp jadul moga depan bisa lebih ring versi lite agar bisa tetap ngguna aplikasi,easeofuse
makin update aplikasi makin banyak eror sangat nyam ngguna aplikasi tokopedia mau upload foto saja persulit kasih pedagang kali mau review bagus bisa akhir ha komentar saja aplikasi shop online sangat rugi pembeli maupun pedagang,easeofuse
cewa belanja sini beli hp kirim tamper glass penjual gak respon udh chat gak bales retur gak konfrim ama penjual,reliability
desain menarik tidak monoton,webdesign
banyak penipu oi,reliability
sangat bagus,nonquality
pengembali dana sangat lamahati hati saja,responsiveness
tokopedia jang sampai ka toko be banyak ngasih gratis ongkir,informationquality
buang waktu produk jelek,informationquality
penari dana pending minta solusi tapi gak respon sama skali pihak tomopedia,responsiveness
luar biasa,reliability
great appsi like it happy shopping here,reliability
manteppppll produk lengkap,informationquality
rekomendasi buat tokped buat fitur pencari by foto kayak si oren biar gampang nyari kalau nggak tahu nama barang,easeofuse
ongkir murah pelayan bagus,informationquality
kok tokopedia mukan makin cepat ma makin lemot mau bayar aja lama bgt coba perbaiki sistem cewa baiki cepat sangat ngganggu kali bug,easeofuse
burik,nonquality
mantap,nonquality
waw gk sangka respon cepet,responsiveness
aplikasi mbantu customer banget,easeofuse
aplikasi skrg banyak bug sulit akses lg klo udh scroll smp bawah buat balik ngaco nampilin harga skon kadang delay harus bolak balik bari suai harga parah sy pengguna tia tokpe mulai alih toko oren aje  lbh murah jg ongkir,easeofuse
suai barang ingin,reliability
bagusjuga sangat mbantu pembeli mberi skon pinjam cicilanmakasih toko pedia,informationquality
aps makin ngga bagus udah update kali kali tpi buat buka toko lemot pencari luar beda cari,easeofuse
ui simple,webdesign
mantapsss,nonquality
tampilan ren,webdesign
loding mulu lama lemot aplikasi lelet banget gak muncul gambar,easeofuse
penjual lalu rugi,reliability
kurir lama pengantaran,reliability
layout tertata rapi,webdesign
mau pindah mode pembayar karang lama banget,easeofuse
gajelas ngebug gabisa sentuh,easeofuse
loading lama kali aplikasi ring crush sendat ndat padahal sinyal internet bagus,easeofuse
ngecewa lalu lambat proses,responsiveness
tambah jelek ga lancar baiki  lm nyusul kyk bl klu ga baiki jd mls belanja,easeofuse
free ongkir cod sangat sulit beda jauh sm shopee,informationquality
bagus mua,nonquality
pelah mati tiktokshop lelet bgt skrg aplikasi,easeofuse
tombol dan ikon mudah dikenal,webdesign
mahal banget ongkir jarang banget rp ongkir,informationquality
hari komplain lar ha soal pemutus link ovo saja susah minta ampun,responsiveness
pelayanan cepat,responsiveness
nah tdk sampai barang,reliability
langgan plus tapi ndapat gratis ongkir sama aja kayak gak langgan plus,informationquality
gopay later ngganggu dulu perbaiki chat support ha biar saja napa fitur pampang detail barang tokopedia padahal bisa pakai pilih masa paylater limit rta tanggal kadaluarsa tombol beli langsung tetapi bisa guna tampil fitur ha bisa pakai pengguna saja what you e is what you get,webdesign
makin hari makin ngaco tagih tokopedia card bayar lalui brimo tapi aplikasi tokped status masih proses pembayar tanggal saldo brimo potong tapi aplikasi tokped status masih proses sampai tanggal limit nambah ma kurang,reliability
nah makai apk inikenapa saldo dana bisa pake apk,easeofuse
tim admin tokopedia care ma bikin ribet komplain lebih condong pedagang masa,responsiveness
mantap enak dipandang,webdesign
aplikasi error mau pes  kok skon hilang padahal apa hari lalu pes masih baik aja,informationquality
desain minimalis,webdesign
muah barang mahal benerjauh lebih murah apek lain,informationquality
ragu pantas saing,reliability
tolong baiki kolom pencarian ring error agak sulit ncari,easeofuse
banyak bugs,easeofuse
her banged tokopedia skrg suka batalin pesan tiba² gajelas mnding gausah kasih skon² kalo emng suka batalin pesan pihak,informationquality
ga nyangka bisa belanja skincare dgn harga murah bgtttttt,informationquality
tolong  tinggal luar jawa sumatra pikir  juga ongkir makin mahal udah gak gratis ongkir voucher ongkir pun cuma ongkir sangat ncekik tinggal luar jawa,informationquality
mantap,nonquality
banyak bug lama perbaiki pencari suka eror suka reload tika mbali scroll produk te klik produk review pembeli kadang bisa scroll wishlist lalu reload tika hapus daftar ha bisa hapus satu  satu bisa ngasih rating kurir,easeofuse
banyak bug,easeofuse
pes hape banyak item barang kirim casing hape banyak item ncoba ngaju complain tapi lalu masa bisa lalu terang file gagal upload padahal ukur file upload sesuai internet stabil coba pakai telkomsel three juga hasil sama saja,responsiveness
susah daftar cuma lupa kata sandi susah masuk lg udah unistal aplikasi teimakasih,easeofuse
napa hilang saja kurir pengirim jne,reliability
tode pembayar ribet masih banyak gak bisa cod,easeofuse
huruf lalu cil dankalimat agak susah ngerti pilih pembayara agak susah,easeofuse
good,nonquality
gaada tanggungjawab cs pun mbantu sama kali,responsiveness
woi aplikasi apain napa at bgt update akhir,easeofuse
klo mau cod napa akun susah belum pembaru tapi bisa toped napa tokopedia coba donlowd kalau bisa ya syukur,easeofuse
biaya tokped plus mbali ga masuk akal,informationquality
maren masih ok karang harus turunin bintang ring error kadang buka ga gambar tolong perbaiki dulu deh,easeofuse
apikkkk produke,informationquality
info temen lalu dep belanja online hasil suai splay,reliability
mantap banget promo banyak,informationquality
tokopedia ongkir mahal mahal kalisama kayak tiktok menjak gratis ongkir hilang males belanja tokopedia tiktok,informationquality
banyak ler toko ga aktifjdi klo co g kirim order udh masuk sampe batalin otomatis sistemjdi males belanja do tokped tolong baiki lgi,reliability
tolong dong padahal gak pencet aplikasi pas ikl tapi kok tiba tiba masuk aplikasi ndiri ya tolong dong baiki jang bikin orang lain sal,webdesign
imakasih mbantu kembang,easeofuse
sangat mbantu app,easeofuse
top up emoney saldo masuk bisa kembali,reliability
karang males belanja tokopedia banyak ller penipu,reliability
produk jelek banget,informationquality
ok mantaps,nonquality
ok josss mudah banget,easeofuse
dataku bocor dr tokped diteror penipu,privacy
oktober akhir napa gk gratis ongkir tau kali ya habis gajianbiasa gratis ongkir,informationquality
tokopedia siapa duolingo,nonquality
baik,nonquality
bayar apapun kap pun bisa mudah tokopedia,easeofuse
ring bug pdhl mau bayar angsur kredit tolong benahi ya imakasih,easeofuse
respon cepat,responsiveness
napa tokped skrg banyak bug ya mau ganti tode pembayar loading us gabisa mau klaim voucher juga sama loading ga enti skrg mau pembayar aja gabisa juga tokped mau jual engga sih aneh,easeofuse
tokped tambah wow nih gebrakan plus mberi scount gratis ongkir pengguna ndapat gratis plus hampir bln makasih tokped makin maju us ya,informationquality
menjak satu pengalam belanja tokopedia sangat byk error bug jasa mu zam dulu tdk lupa king hahaha,easeofuse
napa akun harus folower gimana pesan,easeofuse
harga barang lebih mahal toko lain ambil untung lalu gede akhir paylater ga guna harga mahal ongkir bayar payah,informationquality
aplikasi sampah php voucher tiap pu voucher sc k pasti lalu gagal gabisa pake lebih parah kalau pakai mbanking duit habis buat payment tah pantes ka sama aplikasi oren wkwkwkwk,informationquality
belakang ring banget loading lama apalagi pas cek out jengkel bgt padahal udh update pas mau cek out loading akhir luar aplikasi dulu abis login ulang ulang kali baru bisa rese males blnja ki trima kasih,easeofuse
rajin update fitur dasar ring ganggu jaring payah aplikasiny mau tarik saldo tokped susah,easeofuse
aplikasi tokopedia baru ring macet banyak bug crash padahal aplikasi baru aku download minta pembaru us mohon perbaiki cek ulang app playstore,easeofuse
pembeli paket data gagal mulu makin sini makin bagus ma makin banyak bug,easeofuse
bagus enak ramah tamah kurir,reliability
pihak cs toped nindak negur hadap toko respon chat pelangg kait pesan hari update apa harus nunggu batal otomatis waktu buang cuma kalau begini min,responsiveness
fitur arch tolong benerin nyari produk tambah susah baru minggu marin masih enak tambah update kok tambah error produk cari manual gilir cari pake arch ma hilang,easeofuse
tode pembayar via account bca napa jd contra dgn gerai alfamart indomaret perti anak tiri padahal buah pilihanmo belanja jd tunda coz sdh biasa via alfamart,easeofuse
barang dibawa kurir lari,reliability
kurir jnt parah karang pengirim lama kurir ga respon bah toped ma bagus kalo cod kasi no kurir karang kurir parah lama pengirim makan basitolong toped jang jelek citra,reliability
gue mau asah bahasa inggris napa suruh belanja ya,nonquality
apl bngst nggak bisa buka,easeofuse
tokopedia karang kaga jelas ya banyak toko aplikasi penipu mua masa udah toko chat minta nomor telepon buat coba mang cantum data barang kirim kirim juga parah ya nama toko  elektronik _new batal kirim toko gemilang elektronik aplikasi hari nunggu kurir masa barang jemput jemput duit masih tah tolong tindak gera,reliability
paylater ngebug,easeofuse
sangat mbantu,easeofuse
tolong kalau toko main teknik marketing lebih saring,informationquality
tokped fitur gajelas mua harus urus tokopedia care mulu nding kalo tokped care ngasi jawab bener mah muter muter benerin dong fitur biar atur mau laporin kurir juga susah belitbelit harus nunggu tiket bales chat live  kurir menamena sama pelangg amanan juga tingkatin banyak org na tipu kara tokped nyambung sam tiktok saldo paylater tiktok bisa buat pake tokped tolong pisah aja ngeri,responsiveness
bagus banget tapi aku udah beli barang kirim kirim,reliability
bagus lebih bagus klok banyak skon ya,informationquality
bagus,nonquality
belanja mudah karna tode pembayar banyak pilih ga kayak si orange,easeofuse
masa pencari nama produk toko pencari bisa muncul lalu minta rubah nama barang pencari padahal nama jenis barang benar,easeofuse
like this,reliability
tambah kacau nyari barang toko,easeofuse
eror,easeofuse
produk bagus kena promo lagi,informationquality
trimakasi ler tokopedia,responsiveness
desain aplikasi halus,webdesign
admin cewa ekspedisi jnt peket kirim retur ring hilang o lepas tanggung jawab harap ekspedisi jnt gak tiktok,reliability
sinyal jelek pu ku,nonquality
banyak penipu lapak,reliability
akun bisa ngguna voucher promo tak solusi,informationquality
kadang ajah barang cuma tokopedia,informationquality
lebih maksimal pelayan pembayar bisa permudah sidik jari,easeofuse
lama masih ok ok aja belanja tokped,reliability
imakasih banyak ller gercep,responsiveness
cupu bayar pam engga bayar bayar x aplikasi baru buka langsung muncul ikl,webdesign
fitur pencari barang makin relev cari barang luar barang lain,easeofuse
rekomendasi aplikasi ren,reliability
hari na tipu toped pas login dapat voucher rb putar roda syarat belanja barang te belanja baru kasih tau kalo voucher rb lain voucher skon bagi paling cil skon rb minimal belanja rb yae bilang aja skon bambaaang bisa aje aksi tipu loe ya gini amat usaha startup,informationquality
min bug bocor laku pencari toko kata kunci contoh laku pencari toko a kata kunci asrock bm muncul ha motherboard asrock tapi juga beberapa produk motherboard psu cpu vga rek lain bah sampai intil lain jauh banget kata kunci masuk tadi versi aplikasi device infinix note android bug versi aplikasi belakang,easeofuse
cs lambat respon bisa nyelesai solusi komplain,responsiveness
promo laku iming doang payah,informationquality
ring tiba tiba hank hitam mau buka ulas arahka update tapi update napa bisa buka ulas sistem transaksi tapi aplikasi sangat bagus belum update sangat lelet te update bisa buka ulas cari programer benar napa padahal tokopedia paling am transaksi hak pembeli bukti jamin hak sayang app lelet,easeofuse
